name,latitude,longitude,address,phone,website
Altamonte Springs,28.6625122,-81.41811129999999,"886 W State Road 436, Altamonte Springs, FL 32714-3006",407-788-7377,https://www.target.com/sl/altamonte-springs/647
Aventura,25.9716938,-80.1402415,"21265 Biscayne Blvd, Aventura, FL 33180-1241",305-933-4616,https://www.target.com/sl/aventura/1074
West Boca Raton,26.355095,-80.2051152,"21637 State Road 7, Boca Raton, FL 33428-1843",561-483-3400,https://www.target.com/sl/west-boca-raton/638
Bradenton,27.4316522,-82.5781737,"6150 14th St W, Bradenton, FL 34207-4622",941-756-2700,https://www.target.com/sl/bradenton/817
Brandon,27.9360867,-82.3233147,"187 Brandon Town Center Dr, Brandon, FL 33511-4754",813-654-4955,https://www.target.com/sl/brandon/812
Brooksville,28.4785009,-82.4795062,"3101 Aerial Way, Brooksville, FL 34604-0629",352-593-2168,https://www.target.com/sl/brooksville/2489
Casselberry,28.6714689,-81.340688,"4410 S Highway 17 92, Casselberry, FL 32707-3290",407-830-7979,https://www.target.com/sl/casselberry/898
Clearwater,27.9585891,-82.72409259999999,"2747 Gulf To Bay Blvd, Clearwater, FL 33759-3945",727-431-0231,https://www.target.com/sl/clearwater/1820
Clermont,28.5467558,-81.7277278,"2660 East Hwy 50, Clermont, FL 34711-6034",352-394-8510,https://www.target.com/sl/clermont/1519
Coral Gables,25.7548414,-80.259226,"1906 Ponce De Leon Blvd, Coral Gables, FL 33134-4413",786-437-3207,https://www.target.com/sl/coral-gables/3350
NE Polk County,28.2335301,-81.6440913,"5000 Grandview Pkwy, Davenport, FL 33837-2300",863-256-1051,https://www.target.com/sl/ne-polk-county/2366
Davie,26.0486282,-80.2497308,"5800 S University Dr, Davie, FL 33328-6102",954-377-0041,https://www.target.com/sl/davie/2022
Daytona Beach,29.1838625,-81.080156,"2380 W International Speedway Blvd, Daytona Beach, FL 32114-1116",386-257-4778,https://www.target.com/sl/daytona-beach/688
Delray Beach,26.4369647,-80.0850952,"1200 Linton Blvd, Delray Beach, FL 33444-1115",561-265-3500,https://www.target.com/sl/delray-beach/642
Destin,30.3912672,-86.48148979999999,"853 Harbor Blvd, Destin, FL 32541-2709",850-650-7525,https://www.target.com/sl/destin/2085
Coconut Point,26.4066905,-81.80590540000001,"8040 Mediterranean Dr, Estero, FL 33928-8304",239-495-4920,https://www.target.com/sl/coconut-point/2317
Ft Lauderdale,26.1680863,-80.115116,"3200 N Federal Hwy, Fort Lauderdale, FL 33306-1062",954-390-7992,https://www.target.com/sl/ft-lauderdale/1163
Gainesville,29.6215071,-82.38434219999999,"3970 SW Archer Rd, Gainesville, FL 32608-2342",352-376-5260,https://www.target.com/sl/gainesville/687
Greenacres,26.6179012,-80.13710119999999,"5900 Lake Worth Rd, Greenacres, FL 33463-3212",561-963-3382,https://www.target.com/sl/greenacres/1110
Hialeah,25.8534678,-80.31765469999999,"1750 W 37th St, Hialeah, FL 33012-4687",305-507-0014,https://www.target.com/sl/hialeah/2109
Hollywood,26.0131325,-80.1740796,"3251 Hollywood Blvd, Hollywood, FL 33021-6904",954-963-1200,https://www.target.com/sl/hollywood/877
Jacksonville Beach,30.2533467,-81.39028859999999,"490 Marsh Landing Pkwy, Jacksonville Beach, FL 32250-5855",904-273-5581,https://www.target.com/sl/jacksonville-beach/967
Lake Mary,28.7542501,-81.3483636,"4155 W Lake Mary Blvd, Lake Mary, FL 32746-2410",407-330-9330,https://www.target.com/sl/lake-mary/845
Lake Park/Palm Beach Gardens,26.8054784,-80.0826512,"500 N Congress Ave, Lake Park, FL 33403-3802",561-352-2098,https://www.target.com/sl/lake-park%2Fpalm-beach-gardens/1941
Wellington South,26.5921385,-80.2047212,"5900 State Rd 7, Lake Worth, FL 33449-5438",561-273-8259,https://www.target.com/sl/wellington-south/2065
Largo,27.8930592,-82.7844719,"10500 Ulmerton Rd, Largo, FL 33771-3544",727-581-6000,https://www.target.com/sl/largo/654
Lutz Dale Mabry Highway,28.1732953,-82.46969109999999,"1040 Dale Mabry Hwy, Lutz, FL 33548-3004",813-435-2933,https://www.target.com/sl/lutz-dale-mabry-highway/2118
Mary Esther,30.411029,-86.65937679999999,"250 E Miracle Strip Pkwy, Mary Esther, FL 32569-1924",850-243-4188,https://www.target.com/sl/mary-esther/740
Melbourne,28.0805959,-80.6654641,"2750 W New Haven Ave, Melbourne Village, FL 32904-3706",321-727-3238,https://www.target.com/sl/melbourne/689
Merritt Island,28.3862608,-80.70515499999999,"250 Crockett Blvd, Merritt Island, FL 32953-4395",321-452-1014,https://www.target.com/sl/merritt-island/1053
South Beach,25.7751775,-80.13922199999999,"1045 5th St, Unit 201, Miami Beach, FL 33139-6504",786-582-6708,https://www.target.com/sl/south-beach/3269
Miami Lakes,25.9402625,-80.290488,"5601 NW 183rd St, Miami Gardens, FL 33055-2305",305-760-7008,https://www.target.com/sl/miami-lakes/2196
Miramar,25.9807775,-80.3719545,"16901 Miramar Pkwy, Miramar, FL 33027-4528",954-435-2571,https://www.target.com/sl/miramar/1512
Mt Dora,28.81924489999999,-81.6683975,"17450 US Highway 441, Mount Dora, FL 32757-6748",352-385-0516,https://www.target.com/sl/mt-dora/2062
North Miami,25.9062096,-80.1563142,"14075 Biscayne Blvd, North Miami Beach, FL 33181-1629",305-944-5341,https://www.target.com/sl/north-miami/1038
Ocala,29.1741831,-82.1565751,"2000 SW College Rd, Ocala, FL 34471-3020",352-629-1333,https://www.target.com/sl/ocala/873
Orange City,28.9164677,-81.2923131,"2575 Enterprise Rd, Orange City, FL 32763-7960",386-774-5574,https://www.target.com/sl/orange-city/874
Fleming Island,30.10283069999999,-81.7082202,"1490 County Rd 220, Orange Park, FL 32003-7927",904-278-8652,https://www.target.com/sl/fleming-island/1497
Oviedo,28.657545,-81.2350743,"820 Oviedo Mall Blvd, Oviedo, FL 32765-9348",407-366-5900,https://www.target.com/sl/oviedo/897
Pace,30.6008066,-87.1268576,"4727 Highway 90, Pace, FL 32571-1403",850-995-7820,https://www.target.com/sl/pace/2279
Palm Coast,29.47785709999999,-81.21900769999999,"5100 E Highway 100, Palm Coast, FL 32164-2365",386-313-3951,https://www.target.com/sl/palm-coast/2364
Boot Ranch,28.0636323,-82.707904,"900 E Lake Rd, Palm Harbor, FL 34685-2430",727-786-6969,https://www.target.com/sl/boot-ranch/652
Panama City,30.1917769,-85.6487995,"2340 Highway 77, Panama City, FL 32405-4404",850-785-8966,https://www.target.com/sl/panama-city/811
Pier Park,30.2190243,-85.8686137,"15555 Starfish St, Panama City Beach, FL 32413-2457",850-236-3720,https://www.target.com/sl/pier-park/2208
Pembroke Pines,26.0095264,-80.2988505,"11253 Pines Blvd, Pembroke Pines, FL 33026-4118",954-435-3161,https://www.target.com/sl/pembroke-pines/920
Pinellas Park,27.8366592,-82.68321859999999,"7150 US 19 N, Pinellas Park, FL 33781-4600",727-803-0022,https://www.target.com/sl/pinellas-park/2064
Plantation,26.1176122,-80.25879049999999,"8201 Federated West Roadway, Plantation, FL 33324-2719",954-377-0085,https://www.target.com/sl/plantation/1480
Port Charlotte,27.0124752,-82.14157139999999,"1400A Tamiami Trl, Port Charlotte, FL 33948-1004",941-255-1181,https://www.target.com/sl/port-charlotte/690
Port Orange,29.1101332,-81.02871019999999,"1771 Dunlawton Ave, Port Orange, FL 32127-4757",386-322-1348,https://www.target.com/sl/port-orange/1795
Port St Lucie,27.2700915,-80.4268889,"10720 SW Village Pkwy, Port Saint Lucie, FL 34987-2188",772-293-6152,https://www.target.com/sl/port-st-lucie/2248
Riverview,27.8958915,-82.3334947,"10150 Bloomingdale Ave, Riverview, FL 33578-3612",813-387-1161,https://www.target.com/sl/riverview/2235
St Augustine,29.876249,-81.3222115,"1440 US Hwy 1 S, Saint Augustine, FL 32084-4211",904-810-2336,https://www.target.com/sl/st-augustine/1294
Sanford,28.797932,-81.33679060000001,"1201 WP Ball Blvd, Sanford, FL 32771-7204",407-547-0007,https://www.target.com/sl/sanford/1966
Spring Hill,28.4959199,-82.5985304,"4401 Commercial Way, Spring Hill, FL 34606-1914",352-596-1411,https://www.target.com/sl/spring-hill/919
Stuart,27.2367248,-80.27205339999999,"2650 NW Federal Hwy, Stuart, FL 34994-9318",772-692-3388,https://www.target.com/sl/stuart/816
Sawgrass,26.1487385,-80.3224833,"12801 W Sunrise Blvd, Sunrise, FL 33323-4020",954-846-2600,https://www.target.com/sl/sawgrass/815
Lady Lake,28.9010998,-81.91338929999999,"716 N US Highway 441, The Villages, FL 32159-3194",352-205-8934,https://www.target.com/sl/lady-lake/2058
Titusville,28.551259,-80.8414114,"3055 Columbia Blvd, Titusville, FL 32780-7865",321-360-1086,https://www.target.com/sl/titusville/2269
Seven Springs,28.2009613,-82.6638011,"2900 Little Rd, Trinity, FL 34655-4420",727-376-2140,https://www.target.com/sl/seven-springs/1967
Venice,27.0522662,-82.3910938,"4271 Tamiami Trl S, Venice, FL 34293-5131",941-492-9224,https://www.target.com/sl/venice/813
Vero Beach,27.6407815,-80.4477337,"5800 20th St, Vero Beach, FL 32966-1017",772-778-0376,https://www.target.com/sl/vero-beach/1050
New Tampa,28.1735266,-82.3558694,"1201 County Rd 581, Wesley Chapel, FL 33544-9261",813-907-6687,https://www.target.com/sl/new-tampa/1382
Winter Park,28.5948493,-81.2878411,"3770 N Goldenrod Rd, Winter Park, FL 32792-8832",407-670-0388,https://www.target.com/sl/winter-park/2032
Yulee,30.6303019,-81.5533009,"463737 State Rd 200, Yulee, FL 32097-8652",904-548-1240,https://www.target.com/sl/yulee/2155
Boynton Beach West,26.5254035,-80.1657086,"10201 Hagen Ranch Rd, Boynton Beach, FL 33437-3758",561-536-0261,https://www.target.com/sl/boynton-beach/2067
Boynton Beach SE,26.5334903,-80.0878883,"650 N Congress Ave, Boynton Beach, FL 33426-3445",561-396-2202,https://www.target.com/sl/boynton-beach/2210
Cape Coral,26.6068958,-81.97698059999999,"2430 Santa Barbara Blvd, Cape Coral, FL 33914-4485",239-458-5868,https://www.target.com/sl/cape-coral/1454
Cape Coral North,26.6689927,-81.9328507,"1890 NE Pine Island Rd, Cape Coral, FL 33909-1733",239-829-2639,https://www.target.com/sl/cape-coral/2316
Coral Springs,26.284364,-80.20203409999999,"4400 N State Rd 7, Coral Springs, FL 33073-3353",954-366-2134,https://www.target.com/sl/coral-springs/2146
Coral Springs NW,26.2966113,-80.2524906,"9600 Westview Dr, Coral Springs, FL 33076-2514",954-282-5000,https://www.target.com/sl/coral-springs/2265
Deerfield Beach,26.3025704,-80.0922523,"1200 S Federal Hwy, Deerfield Beach, FL 33441-7037",954-428-4970,https://www.target.com/sl/deerfield-beach/1337
Deerfield Beach Hillsboro Blvd,26.3199681,-80.1510572,"3599 W Hillsboro Blvd, Deerfield Beach, FL 33442-9404",954-333-5214,https://www.target.com/sl/deerfield-beach/2092
Ft Myers,26.5433313,-81.8695578,"13711 S Tamiami Trl, Fort Myers, FL 33912-1649",239-481-8860,https://www.target.com/sl/fort-myers/818
Lee County,26.4831387,-81.7870751,"10000 Gulf Center Dr, Fort Myers, FL 33913-8961",239-432-2641,https://www.target.com/sl/fort-myers/2059
Fort Myers SW,26.5097326,-81.94512759999999,"15880 San Carlos Blvd, Fort Myers, FL 33908-3378",239-265-9002,https://www.target.com/sl/fort-myers/2363
Fort Myers North,26.6169564,-81.7989494,"9350 Dynasty Dr, Fort Myers, FL 33905-5574",239-265-9022,https://www.target.com/sl/fort-myers/2369
Regency,30.3294766,-81.5481767,"444 Monument Rd, Jacksonville, FL 32225-6429",904-721-4909,https://www.target.com/sl/jacksonville/645
Southside,30.1920802,-81.551031,"9041 Southside Blvd, Jacksonville, FL 32256-5484",904-464-0043,https://www.target.com/sl/jacksonville/669
Jacksonville Mandarin,30.1876525,-81.6300517,"10490 San Jose Blvd, Jacksonville, FL 32257-6207",904-268-4334,https://www.target.com/sl/jacksonville/1300
Ortega,30.2354031,-81.6943881,"6331 Roosevelt Blvd, Jacksonville, FL 32244-3303",904-596-1065,https://www.target.com/sl/jacksonville/1853
Jacksonville East,30.2849578,-81.4563103,"13740 Beach Blvd, Jacksonville, FL 32224-1208",904-248-4363,https://www.target.com/sl/jacksonville/1921
Jacksonville St Johns,30.2610476,-81.5244991,"4567 River City Dr, Jacksonville, FL 32246-7411",904-596-0020,https://www.target.com/sl/jacksonville/1974
Jacksonville West,30.196381,-81.824266,"9525 Crosshill Blvd, Jacksonville, FL 32222-5812",904-248-4366,https://www.target.com/sl/jacksonville/2233
Kissimmee West,28.3319906,-81.4713239,"4795 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746-5332",407-594-0029,https://www.target.com/sl/kissimmee/1918
Orlando SW,28.3437512,-81.6139542,"3200 Rolling Oaks Blvd, Kissimmee, FL 34747-3052",321-677-3971,https://www.target.com/sl/kissimmee/2370
Lakeland South,27.999687,-81.97240219999999,"3570 Harden Blvd, Lakeland, FL 33803-5928",863-648-4412,https://www.target.com/sl/lakeland/1299
Lakeland North,28.0918738,-81.9703569,"4005 US Highway 98 N, Lakeland, FL 33809-3815",863-859-1622,https://www.target.com/sl/lakeland/1859
Viera,28.2277913,-80.7198825,"8455 N Wickham Rd, Melbourne, FL 32940-6607",321-242-9631,https://www.target.com/sl/melbourne/1934
Palm Bay,28.0384175,-80.6607476,"4305 Norfolk Pkwy, Melbourne, FL 32904-8605",321-821-7340,https://www.target.com/sl/melbourne/2547
Kendall,25.6860349,-80.4373461,"15005 SW 88th St, Miami, FL 33196-1314",305-386-1244,https://www.target.com/sl/miami/746
Bird Road,25.7360352,-80.32065899999999,"7795 SW 40th St, Miami, FL 33155-3546",305-262-5767,https://www.target.com/sl/miami/968
Dadeland,25.6935413,-80.30607669999999,"8350 S Dixie Hwy, Miami, FL 33143-7714",305-668-0262,https://www.target.com/sl/miami/1039
Cutler Ridge,25.5764493,-80.37543409999999,"20500 SW 112th Ave, Miami, FL 33189-2296",305-235-0839,https://www.target.com/sl/miami/1075
Miami Central,25.8098605,-80.1935468,"3401 N Miami Ave, Miami, FL 33127-3500",786-437-0164,https://www.target.com/sl/miami/2188
Miami SW 104th Street,25.6722659,-80.32312209999999,"7800 SW 104th St, Miami, FL 33156-2631",305-702-2131,https://www.target.com/sl/miami/2843
Miami Flagler,25.7717447,-80.360123,"10101 W Flagler St, Miami, FL 33174-1830",305-894-2938,https://www.target.com/sl/miami/2848
Naples,26.2089713,-81.7713536,"2324 Pine Ridge Rd, Naples, FL 34109-2006",239-435-0051,https://www.target.com/sl/naples/899
Naples North,26.2701935,-81.73990049999999,"2415 Tarpon Bay Blvd, Naples, FL 34119-8764",239-552-1100,https://www.target.com/sl/naples/2063
East Colonial,28.5556661,-81.3450764,"718 Maguire Blvd, Orlando, FL 32803-3706",407-896-0401,https://www.target.com/sl/orlando/649
Orlando Sand Lake Rd,28.4495914,-81.3911475,"880 Sand Lake Rd, Orlando, FL 32809-7710",407-856-5459,https://www.target.com/sl/orlando/650
Orlando Millenia,28.4932073,-81.4308171,"4750 Millenia Plaza Way, Orlando, FL 32839-2434",407-541-0019,https://www.target.com/sl/orlando/1518
Waterford Lakes,28.5516528,-81.20178969999999,"325 N Alafaya Trl, Orlando, FL 32828-7012",407-482-8155,https://www.target.com/sl/orlando/1760
Hunters Creek,28.3702079,-81.407636,"2155 Town Center Blvd, Orlando, FL 32837-6801",407-251-5133,https://www.target.com/sl/orlando/1790
Orlando   Sodo,28.5156931,-81.3799813,"120 W Grant St, Orlando, FL 32806-3932",407-608-1580,https://www.target.com/sl/orlando/2376
Orlando Vineland,28.3962883,-81.4850608,"11619 Daryl Carter Pkwy, Orlando, FL 32821-4000",321-329-3529,https://www.target.com/sl/orlando/3354
Pensacola,30.4684872,-87.20879169999999,"4711 Bayou Blvd, Pensacola, FL 32503-2607",850-494-9070,https://www.target.com/sl/pensacola/686
Pensacola NE,30.5295921,-87.2243525,"1749 E Nine Mile Rd, Pensacola, FL 32514-5729",850-473-8647,https://www.target.com/sl/pensacola/1273
Pensacola West,30.3629509,-87.3573086,"2950 S Blue Angel Pkwy, Pensacola, FL 32506-6905",850-454-3000,https://www.target.com/sl/pensacola/2445
Park & Tyrone,27.8120778,-82.75644609999999,"4450 Park St N, Saint Petersburg, FL 33709-4020",727-548-0400,https://www.target.com/sl/saint-petersburg/1023
St Petersburg Gateway,27.8465269,-82.6434489,"8151 Dr Martin Luther King St N, Saint Petersburg, FL 33702-4111",727-576-2735,https://www.target.com/sl/saint-petersburg/1131
Sarasota,27.2285863,-82.49270369999999,"8401 S Tamiami Trl, Sarasota, FL 34238-2927",941-925-3377,https://www.target.com/sl/sarasota/665
North Sarasota,27.3361561,-82.4625827,"5350 Fruitville Rd, Sarasota, FL 34232-6401",941-379-6660,https://www.target.com/sl/sarasota/799
University Parkway,27.3867786,-82.458551,"101 N Cattlemen Rd, Sarasota, FL 34243-4700",941-360-7520,https://www.target.com/sl/sarasota/2034
Tallahassee,30.4331293,-84.244508,"2120 Apalachee Pkwy, Tallahassee, FL 32301-4819",850-671-2041,https://www.target.com/sl/tallahassee/844
Tallahassee North,30.5609382,-84.2148699,"3700 Bradfordville Rd, Tallahassee, FL 32309-1943",850-894-3213,https://www.target.com/sl/tallahassee/1973
Tallahassee FL State U,30.4477629,-84.313856,"1861 W Tennessee St, Tallahassee, FL 32304-3356",850-688-1918,https://www.target.com/sl/tallahassee/3273
North Dale Mabry,28.0891267,-82.5052781,"15240 N Dale Mabry Hwy, Tampa, FL 33618-1809",813-962-2281,https://www.target.com/sl/tampa/655
University Plaza,28.0721175,-82.42804579999999,"13658 University Plaza St, Tampa, FL 33613-4649",813-972-3396,https://www.target.com/sl/tampa/656
Town & Country,28.0281721,-82.5488493,"6295 W Waters Ave, Tampa, FL 33634-1100",813-885-2311,https://www.target.com/sl/tampa/798
Gandy,27.8951569,-82.50522199999999,"3625 W Gandy Blvd, Tampa, FL 33611-2607",813-835-8333,https://www.target.com/sl/tampa/1051
Tampa Central Walter's Crossing,27.9564888,-82.508605,"1544 N Dale Mabry Hwy, Tampa, FL 33607-2551",813-262-0244,https://www.target.com/sl/tampa/2040
Tampa West,28.0151417,-82.6136618,"11627 W Hillsborough Ave, Tampa, FL 33635-9736",813-749-5961,https://www.target.com/sl/tampa/2289
Royal Palm Beach,26.7114621,-80.2030233,"10155 Okeechobee Blvd, West Palm Beach, FL 33411-1404",561-204-2349,https://www.target.com/sl/west-palm-beach/1935
West Palm Beach,26.7222165,-80.0854443,"1760 Palm Beach Lakes Blvd, West Palm Beach, FL 33401-2008",561-847-7480,https://www.target.com/sl/west-palm-beach/2427
Winter Garden,28.5206184,-81.5851757,"3343 Daniels Rd, Winter Garden, FL 34787-7009",407-395-0111,https://www.target.com/sl/winter-garden/2264
Orlando Flamingo Crossings,28.3801031,-81.6167485,"204 Ruby Red Pl, Winter Garden, FL 34787",321-395-3600,https://www.target.com/sl/winter-garden/3378
Acworth,34.0397446,-84.68558349999999,"3378 Cobb Pkwy NW, Acworth, GA 30101-8304",678-202-0996,https://www.target.com/sl/acworth/2091
Albany,31.6218647,-84.22507929999999,"2721 Dawson Rd, Albany, GA 31707-1672",229-888-1333,https://www.target.com/sl/albany/734
Alpharetta,34.0458973,-84.28630559999999,"6000 N Point Pkwy, Alpharetta, GA 30022-3006",770-664-5395,https://www.target.com/sl/alpharetta/970
Augusta,33.4904972,-82.0817375,"235 Robert C Daniel Jr Pkwy, Augusta, GA 30909-0800",706-667-6368,https://www.target.com/sl/augusta/1090
Austell,33.85137290000001,-84.6026091,"4125 Austell Rd, Austell, GA 30106-1836",678-945-4550,https://www.target.com/sl/austell/1164
Winder,33.9422359,-83.75183299999999,"916 Loganville Hwy, Bethlehem, GA 30620-2145",678-975-3060,https://www.target.com/sl/winder/2493
Brunswick,31.2011772,-81.4799031,"200 Glynn Isle, Brunswick, GA 31525-2929",912-261-4868,https://www.target.com/sl/brunswick/2301
Buford,34.0705582,-83.98121669999999,"3205 Woodward Crossing Blvd, Buford, GA 30519-4938",678-482-2367,https://www.target.com/sl/buford/1206
Canton,34.2341202,-84.45717049999999,"2022 Cumming Hwy, Canton, GA 30115-8071",678-880-4311,https://www.target.com/sl/canton/2476
Carrollton,33.5585988,-85.0770774,"1129 S Park St, Carrollton, GA 30117-4429",770-838-9221,https://www.target.com/sl/carrollton/1073
Cartersville,34.1725814,-84.7853619,"100 Cherokee Pl, Cartersville, GA 30121-2954",770-387-9595,https://www.target.com/sl/cartersville/969
Columbus,32.533442,-84.96911589999999,"1591 Bradley Park Dr, Columbus, GA 31904-3071",706-321-0831,https://www.target.com/sl/columbus/1179
Conyers,33.6329612,-84.0169076,"2195 Hwy 20 SE, Conyers, GA 30013-2028",770-785-6470,https://www.target.com/sl/conyers/2174
Cumming,34.1872205,-84.1348561,"1525 Market Place Blvd, Cumming, GA 30041-7935",678-455-9618,https://www.target.com/sl/cumming/1394
Douglasville,33.7258455,-84.7346579,"2950 Chapel Hill Rd, Douglasville, GA 30135-1708",770-947-5303,https://www.target.com/sl/douglasville/1172
Johns Creek State St and 141,34.0142858,-84.1891717,"5950 State Bridge Rd, Duluth, GA 30097-6438",770-476-5548,https://www.target.com/sl/johns-creek-state-st-and-141/749
East Point,33.6589823,-84.49907320000001,"3660 Marketplace Blvd, East Point, GA 30344-5738",404-267-0063,https://www.target.com/sl/east-point/1546
Evans,33.5258359,-82.12019649999999,"4223 Washington Rd, Evans, GA 30809-3069",706-210-8591,https://www.target.com/sl/evans/2027
Fayetteville,33.4820797,-84.4390925,"107 Pavilion Pkwy, Fayetteville, GA 30214-4098",770-719-9766,https://www.target.com/sl/fayetteville/778
Flowery Branch,34.1784431,-83.9134011,"5865 Spout Springs Rd, Flowery Branch, GA 30542-3448",770-967-1205,https://www.target.com/sl/flowery-branch/2387
Gainesville,34.290009,-83.8468044,"514 Shallowford Rd NW, Gainesville, GA 30504-4154",770-532-6670,https://www.target.com/sl/gainesville/796
Hiram,33.8853497,-84.7447194,"5220 Jimmy Lee Smith Pkwy, Hiram, GA 30141-2739",678-567-0142,https://www.target.com/sl/hiram/1400
Cobb,34.0094754,-84.573743,"740 Ernest W Barrett Pkwy NW, Kennesaw, GA 30144-6860",770-425-6895,https://www.target.com/sl/cobb/981
Lawrenceville,33.97017659999999,-84.01459419999999,"875 Lawrenceville Suwanee Rd, Lawrenceville, GA 30043-8479",770-338-4460,https://www.target.com/sl/lawrenceville/747
McDonough,33.4678175,-84.21687,"1850 Jonesboro Rd, Mcdonough, GA 30253-5960",678-583-2184,https://www.target.com/sl/mcdonough/1461
Milton,34.0991791,-84.268537,"13055 Highway 9 N, Milton, GA 30004-5137",770-225-1780,https://www.target.com/sl/milton/2431
Newnan,33.3928968,-84.75815949999999,"555 Bullsboro Dr, Newnan, GA 30265-1045",770-502-0294,https://www.target.com/sl/newnan/1223
Peachtree City,33.4370468,-84.58942470000001,"1209 Peachtree Pkwy N, Peachtree City, GA 30269-1743",770-282-2165,https://www.target.com/sl/peachtree-city/2129
Peachtree Corners,33.9513501,-84.2316616,"3200 Holcomb Bridge Rd, Peachtree Corners, GA 30092-3361",770-849-0885,https://www.target.com/sl/peachtree-corners/982
Roswell,34.0643836,-84.3978954,"1135 Woodstock Rd, Roswell, GA 30075-2231",770-998-0144,https://www.target.com/sl/roswell/1761
Sandy Springs Prado,33.9057851,-84.38065309999999,"5570 Roswell Rd, Sandy Springs, GA 30342-1102",678-704-8120,https://www.target.com/sl/sandy-springs-prado/2333
Smyrna,33.8981493,-84.4790309,"2201 Cobb Pkwy SE, Smyrna, GA 30080-7633",770-952-2241,https://www.target.com/sl/smyrna/373
Snellville,33.8766863,-84.01505499999999,"1905 Scenic Hwy N, Snellville, GA 30078-5633",770-736-1113,https://www.target.com/sl/snellville/917
Suwanee Peachtree Pkwy,34.0972222,-84.1724704,"2625 Peachtree Pkwy, Suwanee, GA 30024-1048",678-513-8013,https://www.target.com/sl/suwanee-peachtree-pkwy/2056
Northlake,33.8446344,-84.24549569999999,"4241 Lavista Rd, Tucker, GA 30084-5310",770-270-5375,https://www.target.com/sl/northlake/1390
Valdosta,30.8431284,-83.3159716,"1815 Norman Dr, Valdosta, GA 31601-3502",229-242-0330,https://www.target.com/sl/valdosta/750
Warner Robins,32.6162896,-83.68586599999999,"2929 Watson Blvd, Warner Robins, GA 31093-9600",478-971-2141,https://www.target.com/sl/warner-robins/1380
Woodstock,34.0854604,-84.54662599999999,"140 Woodstock Square Ave, Woodstock, GA 30189-6500",678-494-5307,https://www.target.com/sl/woodstock/1780
Athens,33.9413245,-83.44117729999999,"3065 Atlanta Hwy, Athens, GA 30606-3334",706-208-9379,https://www.target.com/sl/athens/1453
Athens Broad Street,33.9576534,-83.3764075,"127 E Broad St, Athens, GA 30601-2852",706-715-3851,https://www.target.com/sl/athens/3362
Buckhead,33.8516403,-84.3596269,"3535 Peachtree Rd NE, Atlanta, GA 30326-3287",404-237-9494,https://www.target.com/sl/atlanta/1197
North Druid Hills,33.8273917,-84.3268753,"2400 N Druid Hills Rd NE, Atlanta, GA 30329-3211",404-267-0060,https://www.target.com/sl/atlanta/1486
Atlanta Edgewood,33.7569125,-84.3459888,"1275 Caroline St NE, Atlanta, GA 30307-2705",404-260-0200,https://www.target.com/sl/atlanta/1964
Atlanta Perimeter,33.929988,-84.339642,"100 Perimeter Center Pl, Atlanta, GA 30346-1204",678-259-0888,https://www.target.com/sl/atlanta/2036
Atlanta Midtown,33.7932856,-84.39933669999999,"375 18th St, Atlanta, GA 30363-1190",678-954-4265,https://www.target.com/sl/atlanta/2137
Buckhead South,33.8240175,-84.3634115,"2539 Piedmont Rd NE, Atlanta, GA 30324-3006",404-720-1081,https://www.target.com/sl/atlanta/2171
Cobb NE,34.0348278,-84.46030979999999,"3040 Shallowford Rd, Marietta, GA 30062-1252",770-321-8545,https://www.target.com/sl/marietta/1106
West Marietta,33.9445257,-84.62616469999999,"2535 Dallas Hwy SW, Marietta, GA 30064-2543",770-792-7933,https://www.target.com/sl/marietta/1165
Marietta East,33.9847779,-84.42768819999999,"1401 Johnson Ferry Rd, Marietta, GA 30062-6495",770-240-0005,https://www.target.com/sl/marietta/2121
Savannah,31.9833998,-81.1711969,"14065 Abercorn St, Savannah, GA 31419-1964",912-925-2667,https://www.target.com/sl/savannah/1910
Savannah East,32.040438,-81.0690837,"1907 E Victory Dr, Savannah, GA 31404-3714",912-644-1600,https://www.target.com/sl/savannah/2331
Hawaii Hilo,19.7010308,-155.0599936,"391 E Makaala St., Hilo, HI 96720-5146",808-920-8605,https://www.target.com/sl/hawaii-hilo/2682
Maui Kahului,20.8748417,-156.4562092,"100 Hookele St, Kahului, HI 96732-3509",808-359-2829,https://www.target.com/sl/maui-kahului/2660
Oahu Kailua,21.3914281,-157.7394305,"345 Hahani St, Kailua, HI 96734-2838",808-489-9319,https://www.target.com/sl/oahu-kailua/2697
Hawaii Kona,19.6478553,-156.0026768,"74-5455 Makala Blvd, Kailua Kona, HI 96740-2727",808-334-4020,https://www.target.com/sl/hawaii-kona/2412
Oahu Kapolei,21.3312045,-158.0902523,"4450 Kapolei Pkwy, Kapolei, HI 96707-1878",808-457-3679,https://www.target.com/sl/oahu-kapolei/2411
Lihue Kauai,21.9680857,-159.3769622,"4303 Nawiliwili Rd, Lihue, HI 96766-9581",808-212-0223,https://www.target.com/sl/lihue-kauai/3400
Oahu Honolulu Salt Lake,21.3568895,-157.9283768,"4380 Lawehana St, Honolulu, HI 96818-3137",808-441-3118,https://www.target.com/sl/honolulu/2410
Oahu Honolulu Ala Moana,21.2920861,-157.8441054,"1450 Ala Moana Blvd, Ste 2401, Honolulu, HI 96814-4604",808-206-7162,https://www.target.com/sl/honolulu/2870
